ID,Station Name,Street Address,City,State,ZIP,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,Latitude,Longitude,Open Date,EV Connector Types,Facility Type,EV Pricing,EV Workplace Charging,Station Density,Nearest Station Distance (km),Nearest Station Name,Nearest Urban Center,Distance to Nearest Urban Center (km),Is_Underserved,Underserved_Cluster
198205,DC CORRIDOR COMFORT INN DC,1844 Shastina Dr,Weed,CA,ZCTA5 96094,,,1.0,ChargePoint Network,41.399114,-122.379589,2021-10-25,CHADEMO J1772COMBO,HOTEL,,False,4,0.04506382222479663,DC CORRIDOR COMFORT INN L2,"Redding, CA, USA",90.35980258043008,True,74
199280,HOSPITAL MMCMS SO PARK 1,830 Pine St,Mount Shasta,CA,ZCTA5 96067,,2.0,,ChargePoint Network,41.31813,-122.320668,2021-10-28,J1772,PARKING_LOT,,False,15,0.07384292502693701,HOSPITAL MMCMS SO PARK 2,"Redding, CA, USA",81.56737543294956,True,32
199283,HOSPITAL MMCMS SO PARK 2,914 Pine St,Mount Shasta,CA,ZCTA5 96067,,2.0,,ChargePoint Network,41.318661,-122.321199,2021-10-28,J1772,PARKING_LOT,,False,15,0.07384292502693701,HOSPITAL MMCMS SO PARK 1,"Redding, CA, USA",81.62301463999326,True,32
199300,HOSPITAL SNMH 01,155 Glasson Way,Grass Valley,CA,ZCTA5 95945,,2.0,,ChargePoint Network,39.228103,-121.046859,2021-10-28,J1772,HOSPITAL,,False,13,0.002756333258871975,HOSPITAL SNMH 02,"Auburn, CA, USA",36.956515381596375,True,38
199338,HOSPITAL SNMH 02,155 Glasson Way,Grass Valley,CA,ZCTA5 95945,,2.0,,ChargePoint Network,39.228103,-121.046891,2021-10-28,J1772,HOSPITAL,,False,13,0.002756333258871975,HOSPITAL SNMH 01,"Auburn, CA, USA",36.95632165491663,True,38
199384,DC CORRIDOR LUCKY7 CASINO 2,350 N Indian Rd,Smith River,CA,ZCTA5 95567,,,1.0,ChargePoint Network,41.956729,-124.202217,2021-10-28,CHADEMO J1772COMBO,OTHER_ENTERTAINMENT,,False,2,0.005226161552446151,DC CORRIDOR LUCKY7 CASINO 1,"Crescent City, CA, USA",22.34797782286455,True,58
199501,DC CORRIDOR BENBOW INN DC,445 Lake Benbow Dr,Garberville,CA,ZCTA5 95542,,,1.0,ChargePoint Network,40.067257,-123.790085,2021-10-30,CHADEMO J1772COMBO,HOTEL,,False,3,0.008920348215684673,DC CORRIDOR BENBOW INN L2,"Willits, CA, USA",82.02410565626437,True,16
200440,Chowchilla,18208 Ave 24,Chowchilla,CA,ZCTA5 93610,,,4.0,EV Connect,37.097671,-120.217847,2021-08-20,CHADEMO J1772COMBO,PARKING_LOT,,False,5,4.060569269993489,Save Mart,"Madera, CA, USA",20.6209553208613,True,62
200574,TOWNOFTRUCKEE TRUCKEE EV2,10183 Truckee Airport Rd,Truckee,CA,ZCTA5 96161,,2.0,,ChargePoint Network,39.316798,-120.146344,2021-11-05,J1772,AIRPORT,,False,29,0.013445098974574977,TOWNOFTRUCKEE TRUCKEE EV1,"South Lake Tahoe, CA, USA",44.463303991661796,True,1
200575,TOWNOFTRUCKEE TRUCKEE EV1,10183 Truckee Airport Rd,Truckee,CA,ZCTA5 96161,,1.0,,ChargePoint Network,39.316751,-120.146488,2021-11-05,J1772,AIRPORT,,False,29,0.013445098974574977,TOWNOFTRUCKEE TRUCKEE EV2,"South Lake Tahoe, CA, USA",44.46218667566715,True,1
200712,CEC CORRIDOR BLYTH DENNY DC2,876 W Donlon St,Blythe,CA,ZCTA5 92225,,,1.0,ChargePoint Network,33.605668,-114.606245,2021-11-07,CHADEMO J1772COMBO,PARKING_LOT,,False,8,0.0034553358021315495,CEC CORRIDOR BLYTH DENNY DC1,"Calipatria, CA, USA",99.79235621082152,True,60
200713,CEC CORRIDOR BLYTH DENNY DC1,876 W Donlon St,Blythe,CA,ZCTA5 92225,,,1.0,ChargePoint Network,33.605664,-114.606282,2021-11-07,CHADEMO J1772COMBO,PARKING_LOT,,False,8,0.0034553358021315495,CEC CORRIDOR BLYTH DENNY DC2,"Calipatria, CA, USA",99.78921683607123,True,60
200934,DC CORRIDOR TEJON RANCH DC2,5521 Dennis McCarthy Dr,Lebec,CA,ZCTA5 93243,,,1.0,ChargePoint Network,34.988165,-118.947231,2021-11-10,CHADEMO J1772COMBO,HOTEL,,False,6,0.002878267814084785,DC CORRIDOR TEJON RANCH DC3,"Bakersfield, CA, USA",45.9194197118277,True,29
200935,DC CORRIDOR TEJON RANCH DC3,5521 Dennis McCarthy Dr,Lebec,CA,ZCTA5 93243,,,1.0,ChargePoint Network,34.98816,-118.9472,2021-11-10,CHADEMO J1772COMBO,PARKING_LOT,,False,6,0.002878267814084785,DC CORRIDOR TEJON RANCH DC2,"Bakersfield, CA, USA",45.920503553063206,True,29
201117,DC CORRIDOR CLOVERDALE DC1,1139 S Cloverdale Blvd,Cloverdale,CA,ZCTA5 95425,,,1.0,ChargePoint Network,38.784649,-123.013291,2021-11-14,CHADEMO J1772COMBO,PARKING_LOT,,False,6,0.0027165988946901178,DC CORRIDOR CLOVERDALE DC2,"Windsor, Santa Rosa, CA, USA",31.46073296541119,True,36
201178,CEC CORRIDOR GRASSVALLEY DC1,290 Sierra College Dr,Grass Valley,CA,ZCTA5 95945,,,1.0,ChargePoint Network,39.235031,-121.053623,2021-11-16,CHADEMO J1772COMBO,COLLEGE_CAMPUS,,False,13,0.0036733276031117295,CEC CORRIDOR GRASSVALLEY DC2,"Goodyears Bar, CA, USA",36.8872952466845,True,38
201220,CEC CORRIDOR GRASSVALLEY DC2,290 Sierra College Dr,Grass Valley,CA,ZCTA5 95945,,,1.0,ChargePoint Network,39.235046,-121.053661,2021-11-17,CHADEMO J1772COMBO,COLLEGE_CAMPUS,,False,13,0.0036733276031117295,CEC CORRIDOR GRASSVALLEY DC1,"Goodyears Bar, CA, USA",36.88704956518597,True,38
201226,DC CORRIDOR TEJON RANCH DC1,5521 Dennis McCarthy Dr,Lebec,CA,ZCTA5 93243,,,1.0,ChargePoint Network,34.98814,-118.947148,2021-11-17,CHADEMO J1772COMBO,PARKING_LOT,,False,6,0.005233179524937743,DC CORRIDOR TEJON RANCH DC3,"Bakersfield, CA, USA",45.923589567631986,True,29
201233,DC CORRIDOR CLOVERDALE DC2,1139 S Cloverdale Blvd,Cloverdale,CA,ZCTA5 95425,,,1.0,ChargePoint Network,38.784669,-123.013309,2021-11-17,CHADEMO J1772COMBO,PARKING_LOT,,False,6,0.0027165988946901178,DC CORRIDOR CLOVERDALE DC1,"Windsor, Santa Rosa, CA, USA",31.46344778356756,True,36
201677,Bravo Farms - Tesla Supercharger,33341 Bernard Drive,Kettleman City,CA,ZCTA5 93239,,,55.0,Tesla,35.986107,-119.957777,2021-11-18,TESLA,PARKING_LOT,,False,6,0.2988475834595343,Quality Inn - Kettleman City,"Lost Hills, CA, USA",47.48776282973116,True,28
201678,"Soledad, CA - Front Street - Tesla Supercharger",100 Front Street,Soledad,CA,ZCTA5 93960,,,8.0,Tesla,36.429978,-121.334654,2021-11-18,TESLA,GAS_STATION,,False,5,0.6885504937780416,City of Soledad,"Salinas, CA, USA",39.75319101237531,True,50
202305,MCFARLAND EV COM EV 2,132 Industrial St,McFarland,CA,ZCTA5 93250,,2.0,,ChargePoint Network,35.675008,-119.225628,2021-12-10,J1772,PARKING_LOT,,False,7,0.005660803605453668,MCFARLAND EV CPE250OTH,"Bakersfield, CA, USA",35.36298234875703,True,64
202306,MCFARLAND EV COM EV 1,132 Industrial St,McFarland,CA,ZCTA5 93250,,2.0,,ChargePoint Network,35.67503,-119.225451,2021-12-10,J1772,PARKING_LOT,,False,7,0.01417728719826947,City of McFarland,"Bakersfield, CA, USA",35.35769531815486,True,64
202307,MCFARLAND EV COM EV 3,100 Industrial St,McFarland,CA,ZCTA5 93250,,2.0,,ChargePoint Network,35.674834,-119.225573,2021-12-10,J1772,PARKING_LOT,,False,7,0.013262991094337595,MCFARLAND EV CPE250,"Bakersfield, CA, USA",35.34355012322209,True,64
202389,CalTrans - Bishop,500 S Main St,Bishop,CA,ZCTA5 93514,,,1.0,Non-Networked,37.35652273,-118.3948152,2021-12-07,CHADEMO J1772COMBO,PARKING_LOT,,False,12,0.48249483559059414,Lot 13 - Tesla Supercharger,"Aspendell, CA, USA",22.247745219896938,True,53
202623,Soaring Way - Tesla Supercharger,Soaring Way,Truckee,CA,ZCTA5 96161,,,12.0,Tesla,39.319501,-120.155831,2021-12-10,TESLA,GROCERY,,False,29,0.5999249258647418,The Rock - Tesla Supercharger,"South Lake Tahoe, CA, USA",45.007727349998135,True,1
202780,MCFARLAND EV CPE250,100 Industrial St,McFarland,CA,ZCTA5 93250,,,1.0,ChargePoint Network,35.674953,-119.225583,2021-12-18,CHADEMO J1772COMBO,PARKING_LOT,,False,7,0.0073433151892885766,MCFARLAND EV COM EV 2,"Bakersfield, CA, USA",35.35567687149945,True,64
202781,MCFARLAND EV CPE250OTH,100 Industrial St,McFarland,CA,ZCTA5 93250,,,1.0,ChargePoint Network,35.675057,-119.225645,2021-12-18,CHADEMO J1772COMBO,PARKING_LOT,,False,7,0.005660803605453668,MCFARLAND EV COM EV 2,"Bakersfield, CA, USA",35.36851840325424,True,64
203101,City of McFarland,401 W Kern Ave,McFarland,CA,ZCTA5 93250,,3.0,2.0,ChargePoint Network,35.674904,-119.225427,2022-01-15,CHADEMO J1772,FED_GOV,,False,7,0.01417728719826947,MCFARLAND EV COM EV 1,"Bakersfield, CA, USA",35.34428837600688,True,64
203280,GENERATOR SHED GENERATOR SHED,500 Casa Del Noyo,Fort Bragg,CA,ZCTA5 95437,,2.0,,ChargePoint Network,39.425557,-123.803074,2021-12-30,J1772,PARKING_LOT,,False,11,0.5427769726053508,BOATYARD NEW STATION,"Willits, CA, USA",38.48268647437151,True,12
204647,Cher-Ae Heights Casino,27 Scenic Dr,Trinidad,CA,ZCTA5 95570,,20.0,,EVGATEWAY,41.05401242704603,-124.1288084,2021-10-20,J1772,OTHER_ENTERTAINMENT,,False,2,1.275738736984972,Trinidad Bay Bed & Breakfast - Tesla Destination,"Arcata, CA, USA",21.202964997359942,True,43
204783,VIP LOT STATION1,1377 Kirkwood Meadows Dr,Kirkwood,CA,ZCTA5 95646,,2.0,,ChargePoint Network,38.683867,-120.066401,2022-01-14,J1772,PARKING_LOT,,False,3,0.007822130662545597,VIP LOT STATION 2,"South Lake Tahoe, CA, USA",28.94016521965859,True,41
204950,VIP LOT STATION 2,1377 Kirkwood Meadows Dr,Kirkwood,CA,ZCTA5 95646,,2.0,,ChargePoint Network,38.683828,-120.066326,2022-01-15,J1772,PARKING_LOT,,False,3,0.007822130662545597,VIP LOT STATION1,"South Lake Tahoe, CA, USA",28.94282610763112,True,41
205419,Motel 6 - Santa Nella CA,28821 Gonzaga Rd,Santa Nella,CA,ZCTA5 95322,,2.0,2.0,SHELL_RECHARGE,37.055721,-121.013465,2022-01-27,CHADEMO J1772 J1772COMBO,HOTEL,,False,13,0.18335573099508282,Oasis West RV Park,"Gustine, CA, USA",22.254677995866356,True,3
205440,DC CORRIDOR COLFAX D&D DC2,1516 S Canyon Way,Colfax,CA,ZCTA5 95713,,,1.0,ChargePoint Network,39.085122,-120.95537,2022-01-28,CHADEMO J1772COMBO,PARKING_LOT,,False,4,0.005218775189382062,DC CORRIDOR COLFAX D&D L2,"Auburn, CA, USA",23.449989377934475,True,0
205441,DC CORRIDOR TEHACHAPI DC1,9000 Magellan Dr,Tehachapi,CA,ZCTA5 93561,,,1.0,ChargePoint Network,35.1422,-118.448906,2022-01-28,CHADEMO J1772COMBO,HOTEL,,False,11,0.004857760693311907,DC CORRIDOR TEHACHAPI DC2,"Lancaster, CA, USA",57.32916499191662,True,73
206525,Chowchilla,23519 Robertson Blvd,Chowchilla,CA,ZCTA5 93610,,2.0,2.0,SHELL_RECHARGE,37.090868,-120.290526,2022-02-17,CHADEMO J1772 J1772COMBO,PARKING_LOT,,False,5,4.861125382282503,DC CORRIDOR CHOW SHELL DC1,"Madera, CA, USA",24.934765831083926,True,62
206611,"Weaverville, CA - Tesla Supercharger",1665  Main Street,Weaverville,CA,ZCTA5 96093,,,8.0,Tesla,40.72053,-122.928066,2022-02-14,TESLA,SHOPPING_CENTER,,False,1,6.106224252361568,CT D2 RESTAREA 1,"Redding, CA, USA",47.63905799443387,True,75
207437,DC CORRIDOR TRUCKEE DUAL L2,10069 Donner Pass Rd.,Truckee,CA,ZCTA5 96161,,2.0,,ChargePoint Network,39.32892,-120.18248,2022-03-02,J1772,PARKING_LOT,,False,29,0.004762597901799022,DC CORRIDOR TRUCKEE DC1,"South Lake Tahoe, CA, USA",46.77940004560376,True,1
207720,The Andiron - Seaside Inn & Cabins,6051 N Hwy 1,Little River,CA,ZCTA5 95456,,2.0,,Blink Network,39.2512316,-123.7778519,2022-02-23,J1772,HOTEL,Free,False,12,1.380315949096789,Dennen's Victorian Farmhouse - Tesla Destination,"Willits, CA, USA",40.36466061292039,True,12
212701,DC CORRIDOR CHIRIACO S DC2,62450 Chiriaco Rd,Indio,CA,ZCTA5 92201,,,1.0,ChargePoint Network,33.660746,-115.720618,2022-03-25,CHADEMO J1772COMBO,PARKING_LOT,,False,3,0.023077714467663206,DC CORRIDOR CHIRIACO S -2ND,"Thermal, CA, USA",39.09223416614089,True,69
212945,COUNTY SONOMA VETS CD 1,205 W 1st St,Cloverdale,CA,ZCTA5 95425,,2.0,,ChargePoint Network,38.804399,-123.018043,2022-03-27,J1772,MUNI_GOV,,False,4,0.0023239902451787837,COUNTY SONOMA VETS CD 2,"Windsor, Santa Rosa, CA, USA",33.53792718507359,True,36
212947,COUNTY SONOMA VETS CD 2,205 W 1st St,Cloverdale,CA,ZCTA5 95425,,2.0,,ChargePoint Network,38.804386,-123.018022,2022-03-27,J1772,MUNI_GOV,,False,4,0.0023239902451787837,COUNTY SONOMA VETS CD 1,"Windsor, Santa Rosa, CA, USA",33.53574348884435,True,36
213433,HANFORD ESD SIMAS ELEM,1875 N Fitzgerald Ln,Hanford,CA,ZCTA5 93230,,1.0,,ChargePoint Network,36.34582,-119.668106,2022-04-05,J1772,PARKING_LOT,,False,29,1.3046168914341816,BERKSHIRE CROSS STATION 1,"Tulare, CA, USA",32.597401274000745,True,23
217123,Tasteful Selections,13003 Di Giorgio Road,Arvin,CA,ZCTA5 93202,,3.0,,Blink Network,35.252006,-118.859674,2022-05-06,J1772,PUBLIC,Free,False,10,4.0519709569858575,Self - Help Enterprises Rancho Lindo,"Bakersfield, CA, USA",22.94519773203386,True,48
218203,9006 Yosemite Lodge Dr (US-UKS-A7B-5),9006 Yosemite Lodge Dr,Yosemite National Park,CA,ZCTA5 95389,,1.0,,RIVIAN_WAYPOINTS,37.7421681,-119.5994093,2022-05-17,J1772,PUBLIC,,False,48,0.004580759328420933,9006 Yosemite Lodge Dr (US-UKS-A7B-6),"Fish Camp, CA, USA",29.56243842754251,True,45
218205,9006 Yosemite Lodge Dr (US-UKS-A7B-7),9006 Yosemite Lodge Dr,Yosemite National Park,CA,ZCTA5 95389,,1.0,,RIVIAN_WAYPOINTS,37.7421488,-119.5995015,2022-05-17,J1772,PUBLIC,,False,48,0.0038073640529679466,9006 Yosemite Lodge Dr (US-UKS-A7B-6),"Fish Camp, CA, USA",29.559347146891092,True,45
218206,9006 Yosemite Lodge Dr (US-UKS-A7B-8),9006 Yosemite Lodge Dr,Yosemite National Park,CA,ZCTA5 95389,,1.0,,RIVIAN_WAYPOINTS,37.7421318,-119.5995431,2022-05-17,J1772,PUBLIC,,False,48,0.004117454645455616,9006 Yosemite Lodge Dr (US-UKS-A7B-7),"Fish Camp, CA, USA",29.557037496926192,True,45
218217,10921 CA-140 (US-Q7D-LSU-1),10921 CA-140,El Portal,CA,ZCTA5 95318,,1.0,,RIVIAN_WAYPOINTS,37.674829,-119.781961,2022-03-23,J1772,PUBLIC,,False,2,0.0,10921 CA-140 (US-Q7D-LSU-1),"Fish Camp, CA, USA",25.230513506989798,True,80
218607,Willow Creek Maintenance Station,634 Highway 96,Willow Creek,CA,ZCTA5 95573,,,1.0,Non-Networked,40.9476387,-123.6369148,2022-05-16,CHADEMO J1772COMBO,PARKING_LOT,Free,False,1,0.9617622551410108,RCEA EV NETWORK WILLOW CREEK,"Arcata, CA, USA",38.54500331674426,True,72
218621,Colfax Amtrak Station,99 Railroad St,Colfax,CA,ZCTA5 95713,,1.0,,Non-Networked,39.09909514,-120.9531727,2022-05-16,J1772,PARKING_LOT,,False,4,1.5603206400520764,DC CORRIDOR COLFAX D&D L2,"Auburn, CA, USA",24.929342262000063,True,0
220963,ELEMENT 7 MENDOTA,796 Oller St,Mendota,CA,ZCTA5 93640,,1.0,,ChargePoint Network,36.754208,-120.37936,2022-06-08,J1772,PARKING_LOT,,False,11,0.27866558607102315,City of Mendota - City Hall,"Madera, CA, USA",36.25134614008733,True,19
221410,24100 MacKerricher Park Rd (US-PZR-59Q-1),24100 MacKerricher Park Rd,Fort Bragg,CA,ZCTA5 95437,,1.0,,RIVIAN_WAYPOINTS,39.48927494,-123.7897192,2022-06-15,J1772,PUBLIC,,False,10,0.0,24100 MacKerricher Park Rd (US-PZR-59Q-1),"Willits, CA, USA",38.31566698771381,True,12
221411,24100 MacKerricher Park Rd (US-PZR-59Q-2),24100 MacKerricher Park Rd,Fort Bragg,CA,ZCTA5 95437,,1.0,,RIVIAN_WAYPOINTS,39.48927494,-123.7897192,2022-06-15,J1772,PUBLIC,,False,10,0.0,24100 MacKerricher Park Rd (US-PZR-59Q-1),"Willits, CA, USA",38.31566698771381,True,12
221466,18599 Philo Greenwood Rd (US-UR2-5DB-2),18599 Philo Greenwood Rd,Philo,CA,ZCTA5 95466,,1.0,,RIVIAN_WAYPOINTS,39.0748506,-123.4751906,2022-06-16,J1772,PUBLIC,,False,5,0.0,18599 Philo Greenwood Rd (US-UR2-5DB-1),"Ukiah, CA, USA",24.54389282543077,True,8
221467,18599 Philo Greenwood Rd (US-UR2-5DB-1),18599 Philo Greenwood Rd,Philo,CA,ZCTA5 95466,,1.0,,RIVIAN_WAYPOINTS,39.0748506,-123.4751906,2022-06-16,J1772,PUBLIC,,False,5,0.0,18599 Philo Greenwood Rd (US-UR2-5DB-1),"Ukiah, CA, USA",24.54389282543077,True,8
221514,Save Mart,1225 E Robertson Blvd,Chowchilla,CA,ZCTA5 93610,,,2.0,eVgo Network,37.12595,-120.24682,2016-08-13,CHADEMO J1772COMBO,PARKING_LOT,,False,5,0.0632309439803965,Fig Tree Plaza - Tesla Supercharger,"Madera, CA, USA",24.677882758826765,True,62
222339,AMPM - Tesla Supercharger,2080 H Dela Rosa St,Soledad,CA,ZCTA5 93960,,,7.0,Tesla,36.418471,-121.320325,2022-06-25,TESLA,PARKING_LOT,,False,5,0.28288015871601163,Soledad Mission Shopping Center,"Salinas, CA, USA",41.56424289900177,True,50
222899,Eagle Valley,515 Keystone Blvd,Patterson,CA,ZCTA5 95363,,2.0,,Non-Networked,37.474551,-121.162293,2022-05-15,J1772,WORKPLACE,$1 per kwH,False,4,1.3967766759450073,Best Western Plus Villa Del Lago - Tesla Supercharger,"Modesto, CA, USA",22.466192516792017,True,47
223329,6TH STREET FAST STATION #2,416 W 6th St,Hanford,CA,ZCTA5 93230,,2.0,,ChargePoint Network,36.324945,-119.650853,2022-07-12,J1772,PARKING_LOT,,False,29,0.2731353534147257,US Bank Hanford,"Tulare, CA, USA",30.171880894407575,True,23
224253,Wildflower Boutique Motel Pt. Arena CA,160 Main Street,Point Arena,CA,ZCTA5 95468,,5.0,,FLO,38.908167,-123.692611,2022-07-22,J1772,HOTEL,,False,1,0.15096096796300415,POINT ARENA CITY LOT,"Ukiah, CA, USA",49.77874996699745,True,59
224432,Quality Inn - Kettleman City,33415 Powers Dr.,Kettleman City,CA,ZCTA5 93239,,,4.0,EVRANGE,35.986452,-119.961071,2022-10-19,CHADEMO J1772COMBO,PUBLIC,,False,6,0.11615730754748631,Bernard Drive - Tesla Supercharger,"Lost Hills, CA, USA",47.67018982713637,True,28
224435,Soledad Mission Shopping Center,3070 H Dela Rosa Sr St,Soledad,CA,ZCTA5 93960,,,4.0,EVRANGE,36.415956,-121.320801,2022-06-07,CHADEMO J1772COMBO,PUBLIC,,False,5,0.1202432020832258,Foods Co 387,"Salinas, CA, USA",41.72856997105262,True,50
224439,Northstar Village L2,5001 Northstar Dr,Truckee,CA,ZCTA5 96161,,6.0,,EVRANGE,39.27604,-120.120227,2021-11-10,J1772,PUBLIC,,False,23,0.10008030527973856,Northstar Village - Tesla Destination,"South Lake Tahoe, CA, USA",39.46413315159936,True,1
224440,Palisades Tahoe Far East Center L2,1700 Olympic Valley Road,Olympic Valley,CA,ZCTA5 96146,,4.0,,EVRANGE,39.19709,-120.23111,2022-08-11,J1772,PUBLIC,,False,10,0.4622913027509336,Resort at Squaw Creek,"South Lake Tahoe, CA, USA",35.83818652338682,True,2
225087,THE SEA RANCH SOUTH-DUAL-R,60 Sea Walk Dr.,The Sea Ranch,CA,ZCTA5 95497,,2.0,,ChargePoint Network,38.680324,-123.428568,2022-08-06,J1772,PARKING_LOT,,False,4,0.0021545539796845466,THE SEA RANCH SOUTH-DUAL-L,"Forestville, CA, USA",52.15513353586181,True,42
225088,THE SEA RANCH SOUTH-DUAL-L,60 Sea Walk Dr.,The Sea Ranch,CA,ZCTA5 95497,,2.0,,ChargePoint Network,38.68034,-123.428554,2022-08-06,J1772,PARKING_LOT,,False,4,0.0021545539796845466,THE SEA RANCH SOUTH-DUAL-R,"Forestville, CA, USA",52.154820461904215,True,42
225331,Lacey West 1,1071 Goleta Way,Hanford,CA,ZCTA5 93230,,1.0,,Blink Network,36.3266544,-119.6593582,2021-07-28,J1772,PARKING_LOT,$0.00-$4.00/Hr Variable Parking Fee,False,29,0.4701670960394501,Hanford West,"Tulare, CA, USA",30.941821217608695,True,23
225626,Granlibakken Tahoe - Ski Hill Station,725 Granlibakken Rd,Tahoe City,CA,ZCTA5 96145,,2.0,,Non-Networked,39.15537902334001,-120.1542469,2022-07-25,J1772,HOTEL,,False,10,0.22912834482956831,Granlibakken Tahoe - Treetop Station,"South Lake Tahoe, CA, USA",28.30668528632899,True,2
225627,Granlibakken Tahoe - Treetop Station,725 Granlibakken Rd,Tahoe City,CA,ZCTA5 96145,,2.0,,Non-Networked,39.15729508916871,-120.1552246,2022-07-25,J1772,HOTEL,,False,10,0.22912834482956831,Granlibakken Tahoe - Ski Hill Station,"South Lake Tahoe, CA, USA",28.532878947484825,True,2
226528,Wienerschnitzel - Tesla Supercharger,16246 Sierra Highway,Mojave,CA,ZCTA5 93501,,,12.0,Tesla,35.056792,-118.1746497,2022-08-18,TESLA,HOTEL,,False,10,0.07658962371827509,DC CORRIDOR MOJAVE DC4,"Lancaster, CA, USA",41.18511905903353,True,31
226646,Fortuna,1805 Alamar Way,Fortuna,CA,ZCTA5 95540,,2.0,2.0,SHELL_RECHARGE,40.578868,-124.15304,2022-08-27,CHADEMO J1772 J1772COMBO,PARKING_LOT,,False,21,0.02885558949031633,Super 8 Motel Fortuna - Tesla Destination,"Eureka, CA, USA",23.080880066665124,True,5
228418,Save Mart,100 River Rd,Tahoe City,CA,ZCTA5 96145,,,2.0,eVgo Network,39.16775,-120.1459,2018-03-07,CHADEMO J1772COMBO,PARKING_LOT,,False,10,0.0934002199015933,Tahoe Luxury Properties - Tesla Destination,"South Lake Tahoe, CA, USA",29.149759076568767,True,2
228673,Black Bear - Willows A1,246 N Humboldt Ave,Willows,CA,ZCTA5 95988,,2.0,2.0,eVgo Network,39.523225,-122.2118055,2020-01-29,CHADEMO J1772 J1772COMBO,PARKING_LOT,,False,1,0.6340758528062077,"Walmart 2053 - Willows, CA","Anita, CA, USA",37.551287693311366,True,54
228719,Lucky,291 McCray St,Hollister,CA,ZCTA5 95023,,,2.0,eVgo Network,36.852784,-121.397255,2018-03-07,CHADEMO J1772COMBO,PARKING_LOT,,False,10,0.7364246930329911,SAN BENITO CO. STATION 04,"Gilroy, CA, USA",22.814794466321825,True,57
228795,"Shop N' Save - Williams, CA",421 7th St,Williams,CA,ZCTA5 95987,,2.0,2.0,eVgo Network,39.155571,-122.150232,2019-11-20,CHADEMO J1772 J1772COMBO,PARKING_LOT,,False,3,0.0807301557690472,Granzella's Gourmet and Gifts - Tesla Supercharger,"Sutter, CA, USA",34.505468036355225,True,52
229090,Countryside Market & Restaurants - Tesla Supercharger,9741  South Enos Lane,Bakersfield,CA,ZCTA5 93311,,,12.0,Tesla,35.266485,-119.25395,2022-09-17,TESLA,GAS_STATION,,False,1,0.09001920178081449,Countryside Market - Shell,"Bakersfield, CA, USA",23.7325559105014,True,65
229450,Kerman City Hall,850 South Madera Avenue,Kerman,CA,ZCTA5 93630,,2.0,,Electrify America,36.72212,-120.05975,2022-09-28,J1772,MUNI_GOV,,False,3,0.63974492243026,City of Kerman - Community Teen Center,"Fresno, CA, USA",25.736915481294876,True,18
229458,Maldonado Park,1601 Thomas Conboy Avenue,Firebaugh,CA,ZCTA5 93622,,2.0,,Electrify America,36.86846,-120.463,2022-09-28,J1772,PARK,,False,1,1.2411253977573744,City of Firebaugh - City Hall,"Madera, CA, USA",36.98695504237037,True,22
230758,King City Town Square,200 Broadway St,King City,CA,ZCTA5 93930,,,4.0,eVgo Network,36.213483,-121.127147,2022-09-30,CHADEMO J1772COMBO,MUNI_GOV,,False,5,1.0371802860986723,DC CORRIDOR KC SHOPS DC2,"San Simeon, CA, USA",63.32249258939361,True,66
230866,Banning City Hall,128 N San Gorgonio Ave,Banning,CA,ZCTA5 92220,,2.0,2.0,EV Connect,33.926628,-116.87636,2022-09-30,CHADEMO J1772 J1772COMBO,MUNI_GOV,,False,26,1.8399518669099308,CNTYOFRIVERSIDE LDS DETEN #1,"Idyllwild-Pine Cove, CA, USA",25.089298830067424,True,9
231029,Skylark Shores Resort,1120 N Main St.,Lakeport,CA,ZCTA5 95453,,2.0,,EV Connect,39.049294,-122.913873,2022-09-30,J1772,HOTEL,,False,3,0.6599681769682451,City of Lakeport,"Clearlake, CA, USA",26.82713228695144,True,63
236322,Curry Parkway Chalios Mexican Restaurant,33225 Hubert Way,Kettleman City,CA,ZCTA5 93239,,,10.0,Electrify America,35.98918,-119.96013,2022-11-18,CHADEMO J1772COMBO,RESTAURANT,,False,6,0.2353298335411969,"Kettleman City, CA (Wall Connector) - Tesla Destination","Lost Hills, CA, USA",47.88956151241555,True,28
236825,787 North Main Street (US-EAM-9FF-1B),787 North Main Street,Bishop,CA,ZCTA5 93514,,,1.0,RIVIAN_ADVENTURE,37.369016,-118.395835,2022-06-29,J1772COMBO,PUBLIC,,False,12,0.002918374840010949,787 North Main Street (US-EAM-9FF-1A),"Aspendell, CA, USA",23.026302712945842,True,53
236826,787 North Main Street (US-EAM-9FF-1C),787 North Main Street,Bishop,CA,ZCTA5 93514,,,1.0,RIVIAN_ADVENTURE,37.369018,-118.395917,2022-06-29,J1772COMBO,PUBLIC,,False,12,0.0022204494239751985,787 North Main Street (US-EAM-9FF-2C),"Aspendell, CA, USA",23.02082531302672,True,53
236827,787 North Main Street (US-EAM-9FF-2A),787 North Main Street,Bishop,CA,ZCTA5 93514,,,1.0,RIVIAN_ADVENTURE,37.369019,-118.395784,2022-06-29,J1772COMBO,PUBLIC,,False,12,0.002470539181420992,787 North Main Street (US-EAM-9FF-2B),"Aspendell, CA, USA",23.03000787599791,True,53
