ID,Station Name,Street Address,City,State,ZIP,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,Latitude,Longitude,Open Date,EV Connector Types,Facility Type,EV Pricing,EV Workplace Charging,Station Density,Nearest Station Distance (km),Nearest Station Name,Nearest Urban Center,Distance to Nearest Urban Center (km),Is_Underserved,Underserved_Cluster,Area Name,Population,LandArea_SQMI,Mean Income ($),Housing Density,500K-1M,1M-1.5M,1.5M-2M,Over2M,Population to Station Ratio
218617,City of Chico Municipal Center,411 Main St,Chico,CA,ZCTA5 95928,,12,,Non-Networked,39.7299445,-121.8369884,5/16/2022,J1772,MUNI_GOV,$0.20 per kWh,FALSE,33,0.1066022661254619,Chico Municipal Parking - Tesla Destination,"Chico, CA, USA",0.1667632263715552,TRUE,10,ZCTA5 95928,38378,145.391,99374,6893,2135,312,177,3,1128.764705882353
218620,Butte County Association of Governments,326 Huss Ln,Chico,CA,ZCTA5 95928,,4,,Non-Networked,39.70511212,-121.820755,5/16/2022,J1772,PARKING_LOT,,FALSE,33,1.2443612404839677,La Fiesta Bar and Grill Chico,"Chico, CA, USA",2.967375487178668,TRUE,10,ZCTA5 95928,38378,145.391,99374,6893,2135,312,177,3,1128.764705882353
218621,Colfax Amtrak Station,99 Railroad St,Colfax,CA,ZCTA5 95713,,1,,Non-Networked,39.09909514,-120.9531727,5/16/2022,J1772,PARKING_LOT,,FALSE,4,1.5603206400520764,DC CORRIDOR COLFAX D&D L2,"Auburn, CA, USA",24.929342262000063,TRUE,26,ZCTA5 95713,9156,60.77,111395,3117,1406,54,12,0,1831.2
218622,Georgetown Library,6680 Orleans St,Georgetown,CA,ZCTA5 95634,,2,,Non-Networked,38.90639524,-120.8373896,5/16/2022,J1772,LIBRARY,Free,FALSE,1,0.012506066,Georgetown Library,"Placerville, CA, USA",19.94184536,TRUE,179,ZCTA5 95634,3109,118.611,88510,1473,353,29,0,10,1554.5
218623,Gold Rush Chevrolet,570 Grass Valley Hwy,Auburn,CA,ZCTA5 95603,,2,,Non-Networked,38.91120265,-121.0767778,5/16/2022,J1772,CAR_DEALER,,FALSE,33,0.3331354470315085,Gold Rush Subaru,"Auburn, CA, USA",1.6277720537926874,TRUE,30,ZCTA5 95603,28021,35.764,112293,7922,4383,452,78,42,824.1470588235294
218624,Placer County Risk Management,145 Fulweiler Ave,Auburn,CA,ZCTA5 95603,,1,,Non-Networked,38.90523153,-121.0813933,5/16/2022,J1772,MUNI_GOV,,FALSE,33,0.144161516,Placer County Office of Education,"Auburn, CA, USA",1.0396213026106276,TRUE,30,ZCTA5 95603,28021,35.764,112293,7922,4383,452,78,42,824.1470588235294
218633,Granite Bay Main Beach Parking Lot,Park Rd,Granite Bay,CA,ZCTA5 95746,,2,,Non-Networked,38.75562449,-121.1487421,5/18/2022,J1772,PARKING_LOT,,FALSE,54,2.2181663138782497,CVS Pharmacy,"El Dorado Hills, CA, USA",9.679647654902302,TRUE,6,ZCTA5 95746,22166,18.4,227860,7154,3336,2025,854,368,403.0181818181818
218634,Folsom Lake College,10 College Pkwy,Folsom,CA,ZCTA5 95630,,6,,Non-Networked,38.66047946,-121.1280118,5/18/2022,J1772,PARKING_LOT,Purchase a daily parking pass,FALSE,51,0.2491056137413421,EVSP WALGREENS STORE 9048,"El Dorado Hills, CA, USA",4.970603998294091,TRUE,6,ZCTA5 95630,74787,26.192,159916,19579,14592,1565,94,41,1438.2115384615386
218635,Mercedes-Benz of El Dorado Hills,1000 Mercedes Ln,El Dorado Hills,CA,ZCTA5 95762,,1,,Non-Networked,38.65363303,-121.0649349,5/18/2022,J1772,CAR_DEALER,,FALSE,43,0.4979862156801452,Raley's,"El Dorado Hills, CA, USA",3.8988418205189914,TRUE,6,ZCTA5 95762,47354,41.588,208499,13940,9842,2366,521,434,1076.2272727272727
218636,El Dorado County Sheriff's Office,200 Industrial Dr,Placerville,CA,ZCTA5 95667,,5,,Non-Networked,38.69860591,-120.828384,5/18/2022,J1772,PARKING_LOT,Free,FALSE,26,0.9066859677463064,"Walgreens - Placerville, CA #11823","Placerville, CA, USA",4.312718033774459,TRUE,6,ZCTA5 95667,37283,169.08,107258,11224,4730,432,68,47,1380.851851851852
218638,Sierra Vista Vineyards & Winery,4560 Cabernet Way,Placerville,CA,ZCTA5 95667,,4,,Non-Networked,38.67765071,-120.6961093,5/18/2022,J1772,BREWERY_DISTILLERY_WINERY,Free,FALSE,8,7.699480940402759,Madrona Vineyards - Tesla Destination,"Placerville, CA, USA",10.602619088370185,TRUE,6,ZCTA5 95667,37283,169.08,107258,11224,4730,432,68,47,4142.555555555556
218639,Bumgarner Winery,7380 Vineyard View Dr,Fair Play,CA,ZCTA5 95684,,1,,Non-Networked,38.6062421,-120.6394117,5/18/2022,J1772,BREWERY_DISTILLERY_WINERY,,FALSE,4,3.2921298833492068,Saluti Cellars Winery,"Placerville, CA, USA",19.47065950735863,TRUE,6,ZCTA5 95684,3283,159.809,120496,1168,554,53,35,29,656.6
218640,Kehret Vineyards,6781 Tower Rd,Somerset,CA,ZCTA5 95684,,2,,Non-Networked,38.5751787,-120.72617,5/18/2022,J1772,BREWERY_DISTILLERY_WINERY,,FALSE,5,4.693058851085214,Element 79 Vineyards,"Placerville, CA, USA",18.287661252222065,TRUE,6,ZCTA5 95684,3283,159.809,120496,1168,554,53,35,29,547.1666666666666
218647,Sierra-at-Tahoe Resort,1111 Sierra-At-Tahoe Rd,Twin Bridges,CA,ZCTA5 95735,,2,,Non-Networked,38.80040637,-120.0826383,5/18/2022,TESLA,HOTEL,,FALSE,1,8.494689985556887,"South Lake Tahoe, CA - Tesla Supercharger","South Lake Tahoe, CA, USA",17.274723761147875,TRUE,43,ZCTA5 95735,87,43.775,117141,22,10,2,0,0,43.5
218648,Explorer Cabins at Tenaya Lodge at Yosemite,1152 CA-41,Fish Camp,CA,ZCTA5 93623,,2,,Non-Networked,37.4771444,-119.6360845,5/18/2022,J1772,CAMPGROUND,Free,FALSE,27,0.3691538593345743,Tenaya Lodge - Tesla Supercharger,"Fish Camp, CA, USA",0.2927699690555788,TRUE,64,ZCTA5 93623,75,18.734,0,0,0,0,0,0,2.6785714285714284
218662,East Towne Center Parking Garage - Tesla Supercharger,371 Town Center East,Santa Maria,CA,ZCTA5 93454,,,20,Tesla,34.952835,-120.434694,5/18/2022,TESLA,PARKING_GARAGE,,FALSE,41,0.009803557,"Santa Maria, CA (Wall Connector) - Tesla Destination","Santa Maria, CA, USA",1.5130070725059994,TRUE,25,ZCTA5 93454,40994,418.285,96160,6186,1740,155,8,23,976.047619
218667,Kohls Department Stores 14960 Summit Ave,14960 Summit Ave,Fontana,CA,ZCTA5 92336,,1,,SHELL_RECHARGE,34.149045,-117.477837,5/16/2022,J1772,PARKING_LOT,,FALSE,33,0.6341917241827658,Falcon Ridge Town Center - Tesla Supercharger,"Fontana, CA, USA",7.444536461991888,TRUE,0,ZCTA5 92336,100594,19.883,132460,21849,14445,114,42,72,2958.6470588235293
218923,WorldMark by Wyndham - Angels Camp,123 Selkirk Ranch Road,Angels Camp,CA,ZCTA5 95222,,2,,Blink Network,38.0703582,-120.5534091,4/21/2022,J1772,HOTEL,$2.00/Hr Parking Fee,FALSE,1,9.50572655,Courtwood Inn - Tesla Destination,"Angels Camp, CA, USA",1.3337949618217528,TRUE,110,ZCTA5 95222,4888,151.798,82887,1681,608,9,28,0,2444
218934,Elk Grove Subaru,8581 Laguna Grove Drive,Elk Grove,CA,ZCTA5 95757,,1,,Blink Network,38.402969,-121.387589,5/20/2022,J1772,PARKING_LOT,Free,FALSE,56,0.1810556908184919,Nissan of Elk Grove,"Elk Grove, CA, USA",3.962830007403292,TRUE,11,ZCTA5 95757,55257,64.497,149721,10829,8135,277,18,72,969.4210526
218988,Control Substation,Hwy 168,West Bishop,CA,ZCTA5 93514,,2,,SHELL_RECHARGE,37.3608,-118.454391,5/21/2022,J1772,PARKING_LOT,,FALSE,12,3.344610206989957,"Bishop, CA - Rocking West Drive - Tesla Supercharger","Aspendell, CA, USA",18.614915710178117,TRUE,132,ZCTA5 93514,14361,1007.098,88752,4224,1105,100,18,4,1104.6923076923076
219737,[028541] SCSB Hesperia,17320 Main St,Hesperia,CA,ZCTA5 92345,,2,,Blink Network,34.41929,-117.285188,5/24/2022,J1772,PARKING_LOT,Free,FALSE,21,3.6659456930652703,HESPERIA MARKET HESPERIA,"Hesperia, CA, USA",1.6415193018319931,TRUE,22,ZCTA5 92345,86499,98.856,76719,15956,1244,87,0,95,3931.7727272727275
219841,PF CA BSP MBC,765 Baywood Dr,Petaluma,CA,ZCTA5 94954,,10,,POWERFLEX,38.231471,-122.612626,5/1/2022,J1772,PARKING_LOT,,FALSE,28,0.054126629,Sheraton Sonoma County-Petaluma - Tesla Destination,"Petaluma, CA, USA",1.9522876431459648,TRUE,19,ZCTA5 94954,38301,62.181,136178,9382,7066,965,162,127,1320.7241379310344
219873,CNTYOFRIVERSIDE STATION 2,8832 Mission Blvd,Riverside,CA,ZCTA5 92509,,2,,ChargePoint Network,34.01093,-117.476267,5/26/2022,J1772,PARKING_LOT,,FALSE,49,0.005331363,CNTYOFRIVERSIDE STATION 20,"Jurupa Valley, CA, USA",1.378760051435711,TRUE,0,ZCTA5 92509,78166,30.722,107976,13870,5151,157,8,0,1563.32
220190,Rainbow Sandals,326 Calle de Los Molinos C,San Clemente,CA,ZCTA5 92672,,2,,Non-Networked,33.43654008,-117.6245743,5/20/2022,J1772 TESLA,SHOPPING_CENTER,,FALSE,37,0.2143182827354081,Outlets at San Clemente - Tesla Supercharger,"San Clemente, CA, USA",1.579700241552482,TRUE,81,ZCTA5 92672,41067,35.563,155874,7652,2382,2393,1034,1374,1080.7105263157894
220191,Lake Elsinore Public Works,521 N Langstaff St,Lake Elsinore,CA,ZCTA5 92530,,2,,Non-Networked,33.67757563,-117.327954,5/20/2022,J1772,MUNI_GOV,,FALSE,11,1.1300454516267664,Lake Elsinore - City Hall,"Menifee, CA, USA",14.555863479660568,TRUE,15,ZCTA5 92530,59098,77.088,95711,10863,3042,143,0,57,4924.833333333333
220192,Anderson Chevrolet,31201 Auto Center Dr,Lake Elsinore,CA,ZCTA5 92530,,1,,Non-Networked,33.66649963,-117.3088863,5/20/2022,J1772,CAR_DEALER,,FALSE,13,0.5071599809937536,Lake Elsinore Ford,"Menifee, CA, USA",12.888420698479727,TRUE,15,ZCTA5 92530,59098,77.088,95711,10863,3042,143,0,57,4221.285714285715
220193,Lake Elsinore Ford,31500 Auto Center Dr,Lake Elsinore,CA,ZCTA5 92530,,2,,Non-Networked,33.66489624,-117.303756,5/20/2022,J1772,CAR_DEALER,,FALSE,14,0.5071599809937536,Anderson Chevrolet,"Menifee, CA, USA",12.44203368240721,TRUE,15,ZCTA5 92530,59098,77.088,95711,10863,3042,143,0,57,3939.866666666667
220200,Khan Korean BBQ - Tesla Supercharger,330 Wake Avenue,El Centro,CA,ZCTA5 92243,,,8,Tesla,32.773096,-115.550303,5/20/2022,TESLA,PARKING_LOT,,FALSE,7,1.575767548711569,Hampton Inn - El Centro,"El Centro, CA, USA",2.5373861994647777,TRUE,71,ZCTA5 92243,49149,113.314,73027,7106,431,23,0,20,6143.625
220228,DC CORRIDOR OAKHURST L2,40050 CA-49,Oakhurst,CA,ZCTA5 93644,,2,,ChargePoint Network,37.331856,-119.658787,5/27/2022,J1772,PARKING_LOT,,FALSE,11,0.006978598,DC CORRIDOR OAKHURST DC1,"Fish Camp, CA, USA",16.362358669501265,TRUE,44,ZCTA5 93644,7751,117.124,100907,2303,402,20,0,100,645.9166666666666
220263,Santa Barbara SC,103 David Love Pl,Goleta,CA,ZCTA5 93117,,4,,SHELL_RECHARGE,34.434979,-119.83983,5/27/2022,J1772,PARKING_LOT,,FALSE,53,0.2360207759978958,CSG EV SB EAST STATION,"Santa Barbara, CA, USA",13.08592538,TRUE,14,ZCTA5 93117,53430,168.079,110540,6477,2824,1984,423,248,989.4444444444445
220354,Walmart Super Center,12721 Moreno Beach Dr.,Moreno,CA,ZCTA5 92555,,4,,SHELL_RECHARGE,33.934533,-117.180407,5/29/2022,J1772,PARKING_LOT,,FALSE,40,0.4915516261398583,PREMIERHYUNDAI STATION 1,"Moreno Valley, CA, USA",4.629875426529479,TRUE,137,ZCTA5 92555,43580,65.764,125141,8894,3443,95,8,44,1062.9268292682927
220362,CNTYOFRIVERSIDE STATION 21,8832 Mission Blvd,Riverside,CA,ZCTA5 92509,,2,,ChargePoint Network,34.010942,-117.476063,5/30/2022,J1772,PARKING_LOT,,FALSE,49,0.013641589,CNTYOFRIVERSIDE STATION 20,"Jurupa Valley, CA, USA",1.3889073667348932,TRUE,0,ZCTA5 92509,78166,30.722,107976,13870,5151,157,8,0,1563.32
220363,CNTYOFRIVERSIDE STATION 20,8832 Mission Blvd,Riverside,CA,ZCTA5 92509,,2,,ChargePoint Network,34.010942,-117.476211,5/30/2022,J1772,PARKING_LOT,,FALSE,49,0.005331363,CNTYOFRIVERSIDE STATION 2,"Jurupa Valley, CA, USA",1.3823793278171754,TRUE,0,ZCTA5 92509,78166,30.722,107976,13870,5151,157,8,0,1563.32
220686,Outlets at Barstow - Tesla Supercharger,2796 Tanger Way,Barstow,CA,ZCTA5 92311,,,70,Tesla,34.844597,-117.0857,5/27/2022,TESLA,PARKING_LOT,,FALSE,23,0.035338994,"Barstow, CA - 2796 Tanger Way - Tesla Destination","Barstow, CA, USA",8.448329905264302,TRUE,67,ZCTA5 92311,34524,424.423,73242,5617,210,15,0,51,1438.5
220687,"Barstow, CA - 2796 Tanger Way - Tesla Destination",2796  Tanger Way,Barstow,CA,ZCTA5 92311,,29,,Tesla Destination,34.84489,-117.08585,8/29/2022,TESLA,PARKING_LOT,Free,FALSE,23,0.035338994,Outlets at Barstow - Tesla Supercharger,"Barstow, CA, USA",8.436542196384854,TRUE,67,ZCTA5 92311,34524,424.423,73242,5617,210,15,0,51,1438.5
220767,WPMI WPM STN 1,8038 Chilnualna Falls Rd,Wawona,CA,ZCTA5 95389,,2,,ChargePoint Network,37.548774,-119.640503,6/4/2022,J1772,PARKING_LOT,,FALSE,27,1.862176758671856,8312 Wawona Rd (US-HL5-PWX-24),"Fish Camp, CA, USA",7.851063948,TRUE,64,ZCTA5 95389,594,300.718,64124,69,36,14,0,19,21.214285714285715
220963,ELEMENT 7 MENDOTA,796 Oller St,Mendota,CA,ZCTA5 93640,,1,,ChargePoint Network,36.754208,-120.37936,6/8/2022,J1772,PARKING_LOT,,FALSE,11,0.2786655860710231,City of Mendota - City Hall,"Madera, CA, USA",36.25134614008733,TRUE,58,ZCTA5 93640,13865,157.929,49907,1464,43,5,0,11,1155.4166666666667
221007,PARKER MEDICAL PARKER MED,44605 Avenida De Missiones,Temecula,CA,ZCTA5 92592,,2,,ChargePoint Network,33.476574,-117.111786,6/9/2022,J1772,PARKING_LOT,,FALSE,44,0.5635169378782873,TVH STATION 02,"Temecula, CA, USA",3.186296990576571,TRUE,15,ZCTA5 92592,79740,110.145,151678,19533,13184,906,357,280,1772
221114,Albertsons Oak Creek Shopping Center Wildomar,23893 Clinton Keith Road,Wildomar,CA,ZCTA5 92595,,2,,SHELL_RECHARGE,33.595775,-117.242032,6/7/2022,J1772,SHOPPING_CENTER,,FALSE,32,0.2459784976810864,OSR OSR 1,"Murrieta, CA, USA",4.688757143104002,TRUE,15,ZCTA5 92595,34405,21.564,114616,7716,3290,110,22,61,1042.5757575757575
221229,AALYRIA STATION 1,7633 Southfront Rd,Livermore,CA,ZCTA5 94551,,2,,ChargePoint Network,37.714553,-121.702236,6/12/2022,J1772,PARKING_LOT,,FALSE,31,2.059420735559016,Vasco Plaza Shopping Center,"Livermore, CA, USA",6.832893458884243,TRUE,180,ZCTA5 94551,40358,82.736,156760,9983,5889,2786,423,101,1261.1875
221270,Prime Development,4110 Edison Ave,Chino,CA,ZCTA5 91710,,,3,EVCS,33.99784,-117.714818,7/2/2021,J1772COMBO TESLA,PARKING_LOT,,FALSE,50,1.3071904578716085,"Dunhill - Shoppes at Chino Hills (Chino Hills, CA)","Chino Hills, CA, USA",1.8648061109145613,TRUE,0,ZCTA5 91710,82576,22.014,115826,15628,10721,425,57,14,1619.137254901961
221319,Quail Lakes Center,4733 Quail Lakes Dr,Stockton,CA,ZCTA5 95207,,10,4,EVCS,37.986241,-121.343371,4/28/2022,CHADEMO J1772 J1772COMBO,PARKING_LOT,,FALSE,42,0.4931541416921187,HACSJ Grand Canal,"Stockton, CA, USA",6.540029135347725,TRUE,17,ZCTA5 95207,52465,7.246,87049,7271,897,61,0,49,1220.1162790697674
221410,24100 MacKerricher Park Rd (US-PZR-59Q-1),24100 MacKerricher Park Rd,Fort Bragg,CA,ZCTA5 95437,,1,,RIVIAN_WAYPOINTS,39.48927494,-123.7897192,6/15/2022,J1772,PUBLIC,,FALSE,10,0,24100 MacKerricher Park Rd (US-PZR-59Q-1),"Willits, CA, USA",38.31566698771381,TRUE,47,ZCTA5 95437,14608,177.391,75539,3655,1413,222,126,28,1328
221411,24100 MacKerricher Park Rd (US-PZR-59Q-2),24100 MacKerricher Park Rd,Fort Bragg,CA,ZCTA5 95437,,1,,RIVIAN_WAYPOINTS,39.48927494,-123.7897192,6/15/2022,J1772,PUBLIC,,FALSE,10,0,24100 MacKerricher Park Rd (US-PZR-59Q-1),"Willits, CA, USA",38.31566698771381,TRUE,47,ZCTA5 95437,14608,177.391,75539,3655,1413,222,126,28,1328
221466,18599 Philo Greenwood Rd (US-UR2-5DB-2),18599 Philo Greenwood Rd,Philo,CA,ZCTA5 95466,,1,,RIVIAN_WAYPOINTS,39.0748506,-123.4751906,6/16/2022,J1772,PUBLIC,,FALSE,5,0,18599 Philo Greenwood Rd (US-UR2-5DB-1),"Ukiah, CA, USA",24.54389282543077,TRUE,39,ZCTA5 95466,1219,102.801,82422,174,53,17,0,0,203.16666666666666
221467,18599 Philo Greenwood Rd (US-UR2-5DB-1),18599 Philo Greenwood Rd,Philo,CA,ZCTA5 95466,,1,,RIVIAN_WAYPOINTS,39.0748506,-123.4751906,6/16/2022,J1772,PUBLIC,,FALSE,5,0,18599 Philo Greenwood Rd (US-UR2-5DB-1),"Ukiah, CA, USA",24.54389282543077,TRUE,39,ZCTA5 95466,1219,102.801,82422,174,53,17,0,0,203.16666666666666
221514,Save Mart,1225 E Robertson Blvd,Chowchilla,CA,ZCTA5 93610,,,2,eVgo Network,37.12595,-120.24682,8/13/2016,CHADEMO J1772COMBO,HARDWARE_STORE,,FALSE,5,0.063230944,Fig Tree Plaza - Tesla Supercharger,"Madera, CA, USA",24.677882758826765,TRUE,148,ZCTA5 93610,23859,263.164,83510,3012,300,19,10,78,3976.5
221530,FILL STATION 1 MENIFEE UNION,New Hub Dr,Menifee,CA,ZCTA5 92586,,2,,ChargePoint Network,33.68754,-117.17621,6/19/2022,J1772,PARKING_LOT,,FALSE,9,0.364099362,Menifee Town Center,"Menifee, CA, USA",0.88957683,TRUE,15,ZCTA5 92586,22188,6.449,69458,6755,424,12,0,0,2218.8
221580,PF CA PT BSP2000,2000 S McDowell Blvd,Petaluma,CA,ZCTA5 94954,,10,,POWERFLEX,38.229423,-122.595899,6/21/2022,J1772,CAR_DEALER,,FALSE,28,0.2188317111479809,PF CA PT 1800BSP,"Petaluma, CA, USA",3.2163099712997094,TRUE,19,ZCTA5 94954,38301,62.181,136178,9382,7066,965,162,127,1320.7241379310344
221583,PF CA PT BSP1400,1400 N McDowell Blvd,Petaluma,CA,ZCTA5 94954,,10,,POWERFLEX,38.276763,-122.670396,6/21/2022,J1772,CAR_DEALER,,FALSE,56,0.061722913,PF CA PT 1420BSP,"Petaluma, CA, USA",5.186192218321532,TRUE,19,ZCTA5 94954,38301,62.181,136178,9382,7066,965,162,127,671.9473684210526
221999,PDT STATION 2,59 S La Patera Ln,Goleta,CA,ZCTA5 93117,,1,,ChargePoint Network,34.43627,-119.84266,6/25/2022,J1772,PARKING_LOT,,FALSE,53,0.022049904,PDT STATION 1,"Santa Barbara, CA, USA",13.361225180597463,TRUE,14,ZCTA5 93117,53430,168.079,110540,6477,2824,1984,423,248,989.4444444444445
222000,PDT STATION 1,59 S La Patera Ln,Goleta,CA,ZCTA5 93117,,1,,ChargePoint Network,34.43635,-119.84244,6/25/2022,J1772,PARKING_LOT,,FALSE,53,0.022049904,PDT STATION 2,"Santa Barbara, CA, USA",13.342356332201094,TRUE,14,ZCTA5 93117,53430,168.079,110540,6477,2824,1984,423,248,989.4444444444445
222181,desert inn motel,1071 west 6th st,corona,CA,ZCTA5 92882,,1,,Blink Network,33.8772876,-117.582523,5/4/2022,J1772,HOTEL,FREE,FALSE,45,0.5365783558528943,CNTYOFRIVERSIDE CORONA CAC#1,"Corona, CA, USA",1.8807848871701327,TRUE,0,ZCTA5 92882,67894,11.747,118811,12556,9065,281,45,65,1475.9565217391305
222236,6525 West Inyokern Road (US-MPS-9PS-1),6525 West Inyokern Road,Inyokern,CA,ZCTA5 93527,,1,,RIVIAN_WAYPOINTS,35.646205,-117.813254,6/29/2022,J1772,PUBLIC,,FALSE,13,0.001924559,6525 West Inyokern Road (US-6JW-AFW-1C),"Ridgecrest, CA, USA",12.176619360482915,TRUE,74,ZCTA5 93527,2315,350.218,80600,692,106,44,0,0,165.35714285714286
222240,6525 West Inyokern Road (US-MPS-9PS-2),6525 West Inyokern Road,Inyokern,CA,ZCTA5 93527,,1,,RIVIAN_WAYPOINTS,35.646213,-117.813209,6/29/2022,J1772,PUBLIC,,FALSE,13,0.000879002,6525 West Inyokern Road (US-6JW-AFW-2B),"Ridgecrest, CA, USA",12.17267847975094,TRUE,74,ZCTA5 93527,2315,350.218,80600,692,106,44,0,0,165.35714285714286
222339,AMPM - Tesla Supercharger,2080 H Dela Rosa St,Soledad,CA,ZCTA5 93960,,,7,Tesla,36.418471,-121.320325,6/25/2022,TESLA,PARKING_LOT,,FALSE,5,0.2828801587160116,Soledad Mission Shopping Center,"Salinas, CA, USA",41.56424289900177,TRUE,128,ZCTA5 93960,26093,174.129,89339,2745,1347,100,9,25,4348.833333333333
222489,Healdsburg,33 Healdsburg Ave,Healdsburg,CA,ZCTA5 95448,,2,2,SHELL_RECHARGE,38.603153,-122.864024,7/2/2022,CHADEMO J1772 J1772COMBO,PARKING_LOT,,FALSE,43,0.441006741,River Belle Inn - Tesla Destination,"Windsor, Santa Rosa, CA, USA",7.4801554877218175,TRUE,96,ZCTA5 95448,16245,184.838,145605,4270,1769,1025,356,891,369.20454545454544
222802,Raley's - Tesla Supercharger,725  South Main Street,Red Bluff,CA,ZCTA5 96080,,,12,Tesla,40.163059,-122.228916,7/1/2022,TESLA,GROCERY,,FALSE,11,1.7887599837295327,HOSPITAL SECH EV 01,"Red Bluff, CA, USA",1.945863709819219,TRUE,112,ZCTA5 96080,29672,647.545,98929,7592,1124,44,32,4,2472.6666666666665
222839,SWS Fuel Inc.,32685 Ave. 7,Madera,CA,ZCTA5 93637,,,4,EV Connect,36.851892,-119.950523,7/6/2022,CHADEMO J1772COMBO,PARKING_LOT,,FALSE,25,0.1507382811512906,Refresh Travel Plaza - Tesla Supercharger,"Rolling Hills, Madera, CA, USA",14.782215745150214,TRUE,177,ZCTA5 93637,40202,280.414,95508,6393,541,142,88,62,1546.2307692307693
222847,Gold Rush Subaru,670 Grass Valley Hwy,Auburn,CA,ZCTA5 95603,,1,,Blink Network,38.914135,-121.077567,7/7/2022,J1772,PARKING_LOT,Free,FALSE,33,0.3331354470315085,Gold Rush Chevrolet,"Auburn, CA, USA",1.954686669257236,TRUE,30,ZCTA5 95603,28021,35.764,112293,7922,4383,452,78,42,824.1470588235294
222856,City of Goleta - City Hall,"130 Cremona Drive, Suite B",Goleta,CA,ZCTA5 93117,,2,,ChargePoint Network,34.431995,-119.856399,10/14/2021,J1772,MUNI_GOV,Free,FALSE,52,0.9903435441026568,UC SANTABARBARA LOT 7 #5,"Santa Barbara, CA, USA",14.56394651442684,TRUE,14,ZCTA5 93117,53430,168.079,110540,6477,2824,1984,423,248,1008.1132075471698
222895,676 shepard street,675 Shepard St,Los Angeles,CA,ZCTA5 90731,,1,,FLO,33.707073,-118.291344,7/8/2022,J1772,PARKING_LOT,,FALSE,52,0.093935923,644 W 40th St,"Long Beach, CA, USA",11.423252150141398,TRUE,134,ZCTA5 90731,61270,9.225,96211,7878,6011,646,226,150,1156.0377358490566
222899,Eagle Valley,515 Keystone Blvd,Patterson,CA,ZCTA5 95363,,2,,Non-Networked,37.474551,-121.162293,5/15/2022,J1772,WORKPLACE,$1 per kwH,FALSE,4,1.396776675945007,Best Western Plus Villa Del Lago - Tesla Supercharger,"Modesto, CA, USA",22.466192516792017,TRUE,124,ZCTA5 95363,29309,478.311,106748,5752,1498,86,0,24,5861.8
223083,PF CA PT 1800BSP,1800 S McDowell Blvd,Petaluma,CA,ZCTA5 94954,,10,,POWERFLEX,38.230507,-122.59799,7/1/2022,,CAR_DEALER,,FALSE,28,0.2188317111479809,PF CA PT BSP2000,"Petaluma, CA, USA",2.9975148090486843,TRUE,19,ZCTA5 94954,38301,62.181,136178,9382,7066,965,162,127,1320.7241379310344
223084,PF CA PT 5341BSP,5341 Old Redwood Hwy N,Petaluma,CA,ZCTA5 94954,,10,,POWERFLEX,38.277895,-122.669632,7/1/2022,,CAR_DEALER,,FALSE,56,0.1424481143619373,PF CA PT BSP1400,"Petaluma, CA, USA",5.225167362947527,TRUE,19,ZCTA5 94954,38301,62.181,136178,9382,7066,965,162,127,671.9473684210526
223085,PF CA PT 1420BSP,1420 N McDowell Blvd,Petaluma,CA,ZCTA5 94954,,10,,POWERFLEX,38.276772,-122.671103,7/1/2022,,CAR_DEALER,,FALSE,56,0.061722913,PF CA PT BSP1400,"Petaluma, CA, USA",5.232145758626104,TRUE,19,ZCTA5 94954,38301,62.181,136178,9382,7066,965,162,127,671.9473684210526
223314,DC CORRIDOR FAIRFIELD DC1,2061 Cadenasso Dr,Fairfield,CA,ZCTA5 94533,,,1,ChargePoint Network,38.247575,-122.067989,7/12/2022,CHADEMO J1772COMBO,PARKING_LOT,,FALSE,52,0.003503198,DC CORRIDOR FAIRFIELD DC2,"Fairfield, CA, USA",1.6563262651013893,TRUE,4,ZCTA5 94533,77380,22.526,106593,13597,4881,181,29,46,1460
223329,6TH STREET FAST STATION #2,416 W 6th St,Hanford,CA,ZCTA5 93230,,2,,ChargePoint Network,36.324945,-119.650853,7/12/2022,J1772,PARKING_LOT,,FALSE,29,0.2731353534147257,US Bank Hanford,"Tulare, CA, USA",30.171880894407572,TRUE,62,ZCTA5 93230,68412,258.063,90927,13351,1039,67,11,58,2280.4
223445,Placer County Office of Education,360 Nevada St,Auburn,CA,ZCTA5 95603,,2,,OpConnect,38.90651,-121.08167,7/13/2022,J1772,MUNI_GOV,,FALSE,33,0.144161516,Placer County Risk Management,"Auburn, CA, USA",1.1807965336161828,TRUE,30,ZCTA5 95603,28021,35.764,112293,7922,4383,452,78,42,824.1470588235294
223454,FILLMORE FS 27 FS 27 2,133 C St Ventura County Fire Station # 27,Fillmore,CA,ZCTA5 93015,,2,,ChargePoint Network,34.393734,-118.927197,7/14/2022,J1772,MUNI_GOV,,FALSE,3,1.2342760678333384,US Bank Fillmore,"Bardsdale, CA, USA",2.384052548573305,TRUE,181,ZCTA5 93015,18789,92.788,99435,3385,1577,217,0,33,4697.25
223507,Selma Square - Tesla Supercharger,2851  Highland Ave,Selma,CA,ZCTA5 93662,,,16,Tesla,36.57554178,-119.6300781,7/11/2022,TESLA,SHOPPING_CENTER,,FALSE,15,0.2685913540236918,Holiday Inn,"Calwa, CA, USA",18.87989484607152,TRUE,52,ZCTA5 93662,30774,77.861,73451,4805,320,83,16,0,1923.375
